c TIGER/Line graph USA-road-d.NY
a 47 75 703
a 47 77 610
a 47 80 174
a 47 82 701
a 47 83 602
a 47 84 111
a 47 85 606
a 47 87 702
a 47 90 412
a 47 91 167
a 47 92 358
a 47 95 964
a 47 97 39
a 47 100 954
a 48 49 823
a 48 52 925
a 48 54 527
a 48 56 674
a 48 57 571
a 48 60 249
a 48 61 569
a 48 67 100
a 48 69 851
a 48 71 291
a 48 76 221
a 48 83 296
a 48 85 155
a 48 86 361
a 48 87 819
a 48 89 530
a 48 91 932
a 48 92 521
a 48 95 492
a 48 99 458
a 48 100 221
a 49 52 445
a 49 54 920
a 49 55 179
a 49 56 146
a 49 57 331
a 49 59 697
a 49 60 504
a 49 62 646
a 49 63 735
a 49 64 457
a 49 72 469
a 49 76 12
a 49 78 336
a 49 80 494
a 49 81 934
a 49 83 584
a 49 85 62
a 49 87 33
a 49 88 786
a 49 90 353
a 49 92 605
a 49 94 81
a 49 96 859
a 49 99 966
a 50 51 252
a 50 52 740
a 50 53 249
a 50 54 772
a 50 55 231
a 50 56 58
a 50 58 345
a 50 61 676
a 50 63 977
a 50 68 875
a 50 69 173
a 50 70 659
a 50 74 571
a 50 75 28
a 50 78 305
a 50 80 657
a 50 81 837
a 50 82 125
a 50 83 668
a 50 85 172
a 50 88 618
a 50 92 601
a 50 94 107
a 50 95 679
a 50 97 986
a 50 98 892
a 50 100 383
a 51 54 590
a 51 56 324
a 51 59 241
a 51 61 907
a 51 62 575
a 51 63 333
a 51 67 156
a 51 70 699
a 51 73 563
a 51 74 213
a 51 75 43
a 51 78 590
a 51 79 542
a 51 81 917
a 51 85 115
a 51 86 552
a 51 87 839
a 51 89 142
a 51 90 856
a 51 94 495
a 51 95 330
a 51 97 332
a 51 100 515
a 52 53 501
a 52 54 301
a 52 58 467
a 52 60 959
a 52 63 980
a 52 66 804
a 52 70 850
a 52 77 714
a 52 78 394
a 52 80 526
a 52 82 307
a 52 84 652
a 52 89 100
a 52 91 639
a 52 96 807
a 52 99 798
a 53 54 553
a 53 55 372
a 53 58 192
a 53 59 143
a 53 63 265
a 53 64 460
a 53 77 257
a 53 83 816
a 53 84 650
a 53 85 750
a 53 87 24
a 53 88 497
a 53 89 80
a 53 92 355
a 53 93 11
a 53 94 932
a 53 95 8
a 53 96 829
a 53 97 891
a 53 98 987
a 53 99 633
a 53 100 92
a 54 55 52
a 54 56 378
a 54 57 617
a 54 58 358
a 54 60 29
a 54 61 717
a 54 62 996
a 54 64 836
a 54 65 866
a 54 67 901
a 54 69 559
a 54 70 410
a 54 72 43
a 54 74 823
a 54 75 221
a 54 79 651
a 54 80 990
a 54 84 871
a 54 85 400
a 54 87 13
a 54 88 367
a 54 89 831
a 54 90 720
a 54 92 729
a 54 96 763
a 54 97 727
a 54 99 557
a 55 56 653
a 55 57 65
a 55 58 189
a 55 59 744
a 55 61 116
a 55 64 918
a 55 65 713
a 55 67 826
a 55 70 947
a 55 71 781
a 55 76 173
a 55 77 134
a 55 78 646
a 55 79 73
a 55 80 692
a 55 81 407
a 55 84 467
a 55 85 866
a 55 86 980
a 55 92 117
a 55 95 855
a 55 96 850
a 55 99 869
a 55 100 220
a 56 57 568
a 56 58 699
a 56 59 939
a 56 60 296
a 56 61 461
a 56 62 17
a 56 66 204
a 56 69 465
a 56 71 433
a 56 73 745
a 56 79 561
a 56 81 548
a 56 83 662
a 56 84 273
a 56 85 725
a 56 86 608
a 56 92 53
a 56 93 250
a 56 100 741
a 57 59 50
a 57 62 322
a 57 65 784
a 57 66 457
a 57 67 789
a 57 68 649
a 57 71 436
a 57 72 257
a 57 73 856
a 57 76 637
a 57 79 125
a 57 80 75
a 57 81 204
a 57 83 824
a 57 84 365
a 57 86 851
a 57 87 284
a 57 88 381
a 57 90 54
a 57 91 749
a 57 97 813
a 57 98 798
a 57 99 309
a 57 100 712
a 58 59 812
a 58 68 581
a 58 71 437
a 58 72 419
a 58 73 985
a 58 74 686
a 58 75 512
a 58 76 34
a 58 77 359
a 58 78 295
a 58 81 842
a 58 84 499
a 58 86 296
a 58 92 629
a 58 94 756
a 58 95 151
a 58 97 265
a 58 100 880
a 59 61 225
a 59 62 820
a 59 63 703
a 59 64 941
a 59 68 22
a 59 72 339
a 59 73 321
a 59 74 428
a 59 75 439
a 59 77 485
a 59 78 577
a 59 79 747
a 59 80 196
a 59 84 388
a 59 85 679
a 59 88 984
a 59 91 159
a 59 93 15
a 59 94 21
a 59 95 670
a 59 96 48
a 59 97 732
a 59 98 316
a 60 61 242
a 60 63 230
a 60 65 963
a 60 67 870
a 60 75 985
a 60 76 113
a 60 78 487
a 60 79 217
a 60 80 689
a 60 81 658
a 60 83 919
a 60 85 629
a 60 87 680
a 60 88 609
a 60 89 301
a 60 90 459
a 60 91 47
a 60 93 785
a 60 95 35
a 60 99 793
a 61 63 333
a 61 66 775
a 61 67 823
a 61 68 316
a 61 69 933
a 61 70 837
a 61 74 689
a 61 75 954
a 61 76 237
a 61 78 420
a 61 80 621
a 61 84 478
a 61 85 649
a 61 89 584
a 61 91 347
a 61 92 986
a 61 97 48
a 61 98 833
a 61 99 202
a 62 65 89
a 62 66 491
a 62 67 120
a 62 70 69
a 62 73 522
a 62 76 729
a 62 77 370
a 62 80 980
a 62 82 127
a 62 83 506
a 62 84 14
a 62 86 920
a 62 87 838
a 62 89 788
a 62 92 94
a 62 95 506
a 62 96 72
a 62 97 283
a 62 100 194
a 63 64 25
a 63 74 519
a 63 76 613
a 63 77 646
a 63 78 996
a 63 79 613
a 63 86 581
a 63 87 694
a 63 94 598
a 63 95 628
a 63 97 527
a 63 99 799
a 64 66 68
a 64 70 369
a 64 71 271
a 64 72 137
a 64 76 242
a 64 79 351
a 64 81 858
a 64 83 221
a 64 84 477
a 64 85 363
a 64 86 586
a 64 87 748
a 64 88 553
a 64 94 726
a 65 66 842
a 65 67 58
a 65 72 797
a 65 76 476
a 65 77 603
a 65 78 174
a 65 82 994
a 65 83 215
a 65 84 171
a 65 85 341
a 65 86 179
a 65 87 751
a 65 88 34
a 65 91 777
a 65 95 730
a 65 96 912
a 65 97 927
a 65 99 798
a 65 100 280
a 66 68 549
a 66 70 934
a 66 71 521
a 66 72 899
a 66 79 791
a 66 80 93
a 66 81 728
a 66 84 505
a 66 87 31
a 66 88 475
a 66 89 57
a 66 91 756
a 66 93 668
a 66 94 466
a 66 98 904
a 66 99 143
a 66 100 68
a 67 77 77
a 67 78 488
a 67 79 634
a 67 80 599
a 67 81 828
a 67 83 813
a 67 86 349
a 67 87 862
a 67 90 941
a 67 91 79
a 67 92 773
a 67 93 867
a 67 94 876
a 67 98 405
a 68 69 416
a 68 72 809
a 68 75 277
a 68 76 666
a 68 77 951
a 68 79 722
a 68 81 393
a 68 84 455
a 68 85 752
a 68 86 220
a 68 87 864
a 68 91 859
a 68 93 239
a 68 94 329
a 68 96 762
a 68 98 734
a 68 99 397
a 68 100 191
a 69 70 221
a 69 71 382
a 69 74 789
a 69 75 401
a 69 76 194
a 69 81 138
a 69 82 262
a 69 83 486
a 69 87 568
a 69 89 386
a 69 90 705
a 69 92 443
a 69 94 790
a 69 95 120
a 69 96 603
a 69 100 419
a 70 72 137
a 70 76 553
a 70 77 140
a 70 79 882
a 70 83 359
a 70 84 891
a 70 86 453
a 70 88 222
a 70 90 749
a 70 95 691
a 70 96 903
a 70 97 862
a 70 98 424
a 70 100 651
a 71 72 52
a 71 75 997
a 71 79 32
a 71 82 193
a 71 83 749
a 71 87 226
a 71 92 330
a 71 93 10
a 71 95 63
a 71 96 249
a 71 97 747
a 71 98 767
a 71 99 43
a 71 100 889
a 72 73 238
a 72 76 645
a 72 77 307
a 72 78 375
a 72 79 549
a 72 80 446
a 72 81 256
a 72 84 259
a 72 86 688
a 72 89 60
a 72 90 833
a 72 93 436
a 72 95 750
a 72 98 735
a 73 75 649
a 73 76 526
a 73 77 385
a 73 78 701
a 73 79 874
a 73 83 416
a 73 85 893
a 73 86 622
a 73 88 993
a 73 89 574
a 73 90 983
a 73 91 56
a 73 97 174
a 73 98 729
a 74 75 174
a 74 76 216
a 74 78 617
a 74 79 412
a 74 80 860
a 74 84 923
a 74 86 786
a 74 87 760
a 74 88 720
a 74 89 393
a 74 90 370
a 74 92 407
a 74 96 452
a 74 99 202
a 75 76 194
a 75 78 553
a 75 79 936
a 75 81 195
a 75 85 430
a 75 86 672
a 75 87 895
a 75 88 303
a 75 91 88
a 75 92 139
a 75 96 924
a 75 98 432
a 75 99 64
a 76 77 258
a 76 80 839
a 76 81 237
a 76 82 987
a 76 84 13
a 76 86 452
a 76 88 955
a 76 89 424
a 76 94 663
a 76 95 230
a 76 97 561
a 76 99 774
a 76 100 949
a 77 79 305
a 77 81 143
a 77 83 708
a 77 84 108
a 77 85 345
a 77 86 253
a 77 90 12
a 77 91 632
a 77 93 447
a 77 96 442
a 77 99 304
a 78 83 693
a 78 85 744
a 78 86 743
a 78 87 831
a 78 89 20
a 78 92 526
a 78 93 246
a 78 94 277
a 78 96 365
a 78 98 482
a 78 100 615
a 79 80 729
a 79 82 933
a 79 83 570
a 79 84 504
a 79 85 947
a 79 86 799
a 79 93 416
a 79 97 720
a 79 100 747
a 80 81 720
a 80 82 863
a 80 83 806
a 80 85 179
a 80 89 559
a 80 90 411
a 80 91 190
a 80 92 190
a 80 93 857
a 81 85 631
a 81 86 845
a 81 90 902
a 81 94 727
a 81 95 587
a 81 98 732
a 81 99 746
a 81 100 465
a 82 86 978
a 82 87 374
a 82 88 829
a 82 89 811
a 82 91 989
a 82 92 909
a 82 94 96
a 82 95 558
a 82 96 412
a 82 97 42
a 82 98 708
a 83 84 827
a 83 86 114
a 83 87 806
a 83 89 898
a 83 91 976
a 83 92 612
a 83 94 76
a 83 96 886
a 83 97 22
a 83 98 617
a 83 100 75
a 84 86 230
a 84 91 248
a 84 92 272
a 84 93 131
a 84 99 326
a 85 86 210
a 85 88 215
a 85 93 71
a 85 94 674
a 85 97 544
a 85 98 796
a 86 88 502
a 86 91 354
a 86 93 784
a 86 96 762
a 86 97 801
a 86 99 693
a 86 100 173
a 87 90 843
a 87 92 400
a 87 93 351
a 87 94 956
a 87 95 558
a 87 96 248
a 87 98 283
a 88 90 169
a 88 91 323
a 88 93 168
a 88 98 542
a 88 99 940
a 89 90 594
a 89 91 123
a 89 92 539
a 89 93 865
a 89 95 606
a 89 96 864
a 89 100 75
a 90 91 820
a 90 92 286
a 90 93 100
a 90 94 715
a 90 95 433
a 90 97 602
a 90 98 420
a 91 95 569
a 91 98 715
a 91 99 221
a 91 100 261
a 92 93 888
a 92 96 415
a 92 98 13
a 92 100 238
a 93 94 370
a 93 96 570
a 93 97 486
a 93 98 4
a 94 96 90
a 94 98 160
a 94 99 171
a 95 97 983
a 96 99 451
a 97 98 116
a 97 99 105
