c TIGER/Line graph USA-road-d.NY
a 70 170 431
a 70 174 619
a 70 181 940
a 70 190 275
a 70 191 312
a 70 202 911
a 70 207 307
a 70 210 705
a 70 220 820
a 70 221 779
a 70 229 142
a 70 231 706
a 70 232 624
a 70 254 369
a 70 256 85
a 70 258 476
a 70 272 926
a 70 273 210
a 70 281 304
a 70 287 966
a 70 293 216
a 70 295 448
a 70 296 506
a 70 298 596
a 70 310 494
a 70 314 902
a 70 317 358
a 70 321 854
a 70 327 169
a 70 332 689
a 70 335 613
a 70 337 599
a 70 339 307
a 70 344 904
a 70 346 874
a 70 357 618
a 70 364 814
a 70 372 532
a 70 375 675
a 70 383 633
a 70 387 310
a 70 408 816
a 70 413 690
a 70 420 286
a 70 421 184
a 70 422 127
a 70 427 761
a 70 434 461
a 70 440 336
a 70 442 416
a 70 443 426
a 70 444 903
a 70 449 864
a 70 454 931
a 70 466 498
a 70 468 357
a 70 471 832
a 70 474 208
a 70 484 210
a 70 491 352
a 71 74 896
a 71 80 174
a 71 82 303
a 71 93 554
a 71 106 77
a 71 107 528
a 71 115 524
a 71 116 242
a 71 120 411
a 71 125 198
a 71 126 875
a 71 127 73
a 71 129 13
a 71 132 564
a 71 142 358
a 71 151 548
a 71 152 42
a 71 153 470
a 71 156 8
a 71 162 378
a 71 166 885
a 71 171 785
a 71 178 280
a 71 187 748
a 71 188 716
a 71 199 778
a 71 202 104
a 71 204 899
a 71 205 337
a 71 211 665
a 71 214 603
a 71 215 584
a 71 218 838
a 71 227 257
a 71 230 137
a 71 233 266
a 71 238 784
a 71 240 660
a 71 245 508
a 71 247 194
a 71 257 857
a 71 274 734
a 71 276 266
a 71 278 221
a 71 284 649
a 71 286 975
a 71 293 768
a 71 295 691
a 71 301 444
a 71 308 775
a 71 311 68
a 71 312 329
a 71 313 560
a 71 319 699
a 71 332 428
a 71 337 627
a 71 354 476
a 71 358 884
a 71 363 877
a 71 364 164
a 71 371 548
a 71 372 479
a 71 373 747
a 71 380 738
a 71 384 735
a 71 385 884
a 71 386 355
a 71 389 870
a 71 399 895
a 71 402 862
a 71 408 416
a 71 410 104
a 71 411 595
a 71 412 33
a 71 415 324
a 71 419 244
a 71 425 8
a 71 427 444
a 71 434 934
a 71 435 451
a 71 455 570
a 71 457 353
a 71 458 131
a 71 472 129
a 71 474 51
a 71 478 559
a 71 485 107
a 71 488 879
a 71 495 442
a 72 83 984
a 72 84 42
a 72 89 341
a 72 94 462
a 72 96 141
a 72 98 430
a 72 102 549
a 72 103 24
a 72 109 785
a 72 112 418
a 72 116 270
a 72 120 646
a 72 140 833
a 72 141 373
a 72 152 593
a 72 159 218
a 72 160 49
a 72 164 188
a 72 165 225
a 72 177 492
a 72 179 121
a 72 184 27
a 72 185 61
a 72 190 825
a 72 198 158
a 72 212 542
a 72 214 875
a 72 215 68
a 72 216 648
a 72 239 753
a 72 241 861
a 72 251 983
a 72 255 147
a 72 263 201
a 72 265 445
a 72 267 287
a 72 268 983
a 72 269 345
a 72 270 662
a 72 276 767
a 72 285 762
a 72 293 931
a 72 305 764
a 72 310 947
a 72 320 656
a 72 329 356
a 72 335 516
a 72 348 704
a 72 349 543
a 72 351 740
a 72 356 547
a 72 361 15
a 72 362 118
a 72 370 607
a 72 371 839
a 72 377 627
a 72 379 148
a 72 382 66
a 72 389 694
a 72 394 148
a 72 401 170
a 72 405 906
a 72 408 130
a 72 409 316
a 72 421 459
a 72 422 926
a 72 425 954
a 72 431 441
a 72 441 270
a 72 442 615
a 72 447 207
a 72 453 384
a 72 460 898
a 72 466 970
a 72 467 682
a 72 471 905
a 72 472 678
a 72 476 197
a 72 480 960
a 72 481 572
a 72 490 288
a 72 492 506
a 72 493 939
a 72 494 405
a 72 497 112
a 72 500 129
a 73 81 32
a 73 83 612
a 73 111 194
a 73 114 77
a 73 118 111
a 73 122 364
a 73 124 983
a 73 125 592
a 73 126 31
a 73 132 441
a 73 134 518
a 73 143 337
a 73 144 881
a 73 149 139
a 73 150 303
a 73 155 439
a 73 156 874
a 73 161 552
a 73 162 760
a 73 165 555
a 73 177 456
a 73 183 789
a 73 199 103
a 73 203 415
a 73 210 361
a 73 218 390
a 73 227 920
a 73 230 299
a 73 240 147
a 73 242 384
a 73 251 427
a 73 253 178
a 73 259 347
a 73 269 973
a 73 287 254
a 73 294 809
a 73 306 688
a 73 315 588
a 73 318 400
a 73 320 70
a 73 321 28
a 73 327 269
a 73 332 406
a 73 341 260
a 73 354 408
a 73 365 709
a 73 366 50
a 73 367 633
a 73 375 260
a 73 377 810
a 73 387 540
a 73 397 68
a 73 399 598
a 73 401 642
a 73 403 834
a 73 405 310
a 73 412 384
a 73 416 754
a 73 417 608
a 73 422 530
a 73 431 489
a 73 436 387
a 73 439 707
a 73 466 187
a 73 480 711
a 73 493 312
a 73 494 995
a 73 497 398
a 73 499 252
a 74 90 746
a 74 100 467
a 74 106 631
a 74 119 15
a 74 123 873
a 74 124 891
a 74 131 774
a 74 135 933
a 74 137 940
a 74 142 406
a 74 148 544
a 74 153 101
a 74 155 945
a 74 157 963
a 74 178 699
a 74 183 939
a 74 195 797
a 74 196 8
a 74 200 322
a 74 201 902
a 74 202 968
a 74 207 203
a 74 214 742
a 74 217 706
a 74 219 261
a 74 239 928
a 74 248 416
a 74 249 572
a 74 253 274
a 74 254 813
a 74 265 175
a 74 271 19
a 74 281 631
a 74 282 806
a 74 284 33
a 74 287 855
a 74 291 696
a 74 292 158
a 74 298 787
a 74 299 987
a 74 300 564
a 74 305 683
a 74 306 88
a 74 307 860
a 74 314 645
a 74 321 138
a 74 323 150
a 74 327 793
a 74 330 497
a 74 332 823
a 74 333 694
a 74 335 464
a 74 336 25
a 74 348 435
a 74 349 169
a 74 369 285
a 74 376 714
a 74 377 936
a 74 386 209
a 74 399 987
a 74 404 748
a 74 406 383
a 74 418 6
a 74 420 379
a 74 423 540
a 74 428 390
a 74 433 233
a 74 435 587
a 74 442 548
a 74 451 372
a 74 452 574
a 74 454 463
a 74 460 406
a 74 465 13
a 74 467 674
a 74 468 402
a 74 477 150
a 74 483 176
a 74 494 195
a 74 498 646
a 75 80 998
a 75 81 240
a 75 83 462
a 75 88 375
a 75 94 675
a 75 96 982
a 75 103 11
a 75 112 388
a 75 116 918
a 75 118 571
a 75 119 375
a 75 132 665
a 75 162 954
a 75 164 732
a 75 167 395
a 75 168 845
a 75 172 121
a 75 173 980
a 75 184 432
a 75 194 20
a 75 202 703
a 75 206 5
a 75 211 834
a 75 212 108
a 75 216 369
a 75 220 860
a 75 221 861
a 75 222 870
a 75 226 35
a 75 231 55
a 75 236 867
a 75 248 384
a 75 250 295
a 75 251 328
a 75 255 758
a 75 260 321
a 75 263 662
a 75 265 121
a 75 271 708
a 75 273 579
a 75 281 691
a 75 284 434
a 75 294 595
a 75 295 996
a 75 307 165
a 75 310 990
a 75 316 841
a 75 318 638
a 75 327 321
a 75 330 272
a 75 344 9
a 75 347 23
a 75 354 628
a 75 361 195
a 75 364 482
a 75 373 996
a 75 374 54
a 75 377 342
a 75 383 865
a 75 386 88
a 75 390 749
a 75 394 731
a 75 398 823
a 75 404 43
a 75 409 411
a 75 414 933
a 75 419 715
a 75 430 72
a 75 437 53
a 75 449 422
a 75 454 650
a 75 467 95
a 75 481 208
a 75 484 596
a 75 486 91
a 75 495 372
a 76 81 585
a 76 82 931
a 76 86 361
a 76 87 257
a 76 95 554
a 76 98 722
a 76 120 631
a 76 125 181
a 76 127 916
a 76 136 112
a 76 137 176
a 76 145 969
a 76 146 806
a 76 147 392
a 76 152 408
a 76 153 554
a 76 158 474
a 76 160 582
a 76 164 948
a 76 169 884
a 76 175 514
a 76 179 662
a 76 180 955
a 76 186 918
a 76 188 435
a 76 191 956
a 76 196 13
a 76 197 642
a 76 198 552
a 76 200 103
a 76 201 366
a 76 214 488
a 76 216 385
a 76 217 726
a 76 219 97
a 76 235 938
a 76 236 799
a 76 240 727
a 76 251 470
a 76 259 714
a 76 263 839
a 76 275 997
a 76 277 34
a 76 298 644
a 76 299 388
a 76 307 793
a 76 311 549
a 76 314 861
a 76 334 375
a 76 335 496
a 76 336 97
a 76 342 240
a 76 344 157
a 76 345 403
a 76 353 158
a 76 369 943
a 76 378 359
a 76 388 170
a 76 396 585
a 76 397 262
a 76 398 624
a 76 405 950
a 76 407 101
a 76 415 360
a 76 417 27
a 76 420 197
a 76 421 649
a 76 441 826
a 76 444 924
a 76 454 118
a 76 455 891
a 76 460 114
a 76 466 114
a 76 474 277
a 76 476 109
a 76 483 501
a 76 486 421
a 76 494 657
a 76 495 713
a 76 497 795
a 77 87 504
a 77 89 809
a 77 107 387
a 77 119 12
a 77 121 212
a 77 123 544
a 77 134 954
a 77 135 922
a 77 142 65
a 77 143 538
a 77 144 183
a 77 149 40
a 77 157 487
a 77 161 283
a 77 163 399
a 77 166 866
a 77 167 832
a 77 169 47
a 77 171 691
a 77 181 755
a 77 185 516
a 77 187 933
a 77 188 220
a 77 196 629
a 77 203 209
a 77 213 328
a 77 228 481
a 77 237 630
a 77 240 984
a 77 245 193
a 77 264 776
a 77 267 487
a 77 270 2
a 77 272 514
a 77 287 498
a 77 288 565
a 77 298 409
a 77 299 803
a 77 301 486
a 77 304 825
a 77 305 341
a 77 312 20
a 77 313 864
a 77 314 179
a 77 321 654
a 77 323 614
a 77 330 44
a 77 337 837
a 77 338 12
a 77 348 86
a 77 355 591
a 77 358 527
a 77 361 19
a 77 363 810
a 77 375 155
a 77 379 579
a 77 380 489
a 77 386 635
a 77 389 560
a 77 393 472
a 77 404 180
a 77 408 688
a 77 409 310
a 77 411 533
a 77 415 201
a 77 417 159
a 77 419 97
a 77 421 610
a 77 424 962
a 77 426 934
a 77 430 434
a 77 431 302
a 77 432 305
a 77 435 650
a 77 438 832
a 77 443 310
a 77 446 263
a 77 459 876
a 77 462 147
a 77 468 275
a 77 484 961
a 77 488 89
a 77 489 801
a 77 496 331
a 77 499 899
a 78 83 308
a 78 93 910
a 78 95 387
a 78 98 942
a 78 104 821
a 78 106 211
a 78 109 121
a 78 112 508
a 78 116 872
a 78 119 653
a 78 133 61
a 78 146 31
a 78 153 101
a 78 155 670
a 78 161 344
a 78 164 386
a 78 166 455
a 78 169 997
a 78 178 690
a 78 182 456
a 78 189 828
a 78 192 1000
a 78 195 719
a 78 199 703
a 78 216 146
a 78 223 345
a 78 225 16
a 78 239 234
a 78 243 497
a 78 244 346
a 78 248 484
a 78 251 804
a 78 267 255
a 78 269 223
a 78 270 98
a 78 274 76
a 78 277 433
a 78 281 570
a 78 283 935
a 78 286 656
a 78 294 575
a 78 309 995
a 78 311 686
a 78 312 675
a 78 313 16
a 78 317 381
a 78 318 61
a 78 323 823
a 78 324 377
a 78 326 102
a 78 328 278
a 78 333 205
a 78 348 101
a 78 352 348
a 78 358 259
a 78 359 598
a 78 365 692
a 78 367 274
a 78 373 184
a 78 375 541
a 78 376 620
a 78 378 19
a 78 379 344
a 78 383 226
a 78 394 241
a 78 400 793
a 78 401 301
a 78 406 25
a 78 408 715
a 78 409 588
a 78 414 681
a 78 417 289
a 78 421 934
a 78 433 718
a 78 443 315
a 78 454 950
a 78 456 99
a 78 460 727
a 78 461 772
a 78 467 475
a 78 469 829
a 78 473 401
a 78 480 31
a 78 486 281
a 78 490 749
a 78 493 290
a 78 494 879
a 78 495 792
a 79 82 563
a 79 84 414
a 79 86 332
a 79 93 182
a 79 94 432
a 79 96 28
a 79 101 408
a 79 104 25
a 79 105 172
a 79 108 60
a 79 109 49
a 79 112 886
a 79 115 999
a 79 120 81
a 79 126 174
a 79 136 933
a 79 137 799
a 79 139 841
a 79 140 882
a 79 141 897
a 79 145 567
a 79 147 5
a 79 150 723
a 79 154 395
a 79 157 757
a 79 165 754
a 79 166 676
a 79 167 857
a 79 179 43
a 79 191 906
a 79 195 649
a 79 198 957
a 79 200 319
a 79 209 332
a 79 214 139
a 79 215 750
a 79 222 711
a 79 223 898
a 79 226 774
a 79 229 883
a 79 231 309
a 79 233 175
a 79 239 768
a 79 243 308
a 79 252 255
a 79 256 294
a 79 259 240
a 79 261 405
a 79 262 134
a 79 263 473
a 79 268 653
a 79 269 700
a 79 277 829
a 79 285 376
a 79 293 447
a 79 302 585
a 79 310 481
a 79 329 122
a 79 330 442
a 79 333 875
a 79 334 27
a 79 339 442
a 79 346 831
a 79 357 697
a 79 360 773
a 79 362 321
a 79 368 798
a 79 376 484
a 79 388 218
a 79 391 924
a 79 396 718
a 79 399 879
a 79 402 98
a 79 403 837
a 79 406 186
a 79 415 704
a 79 417 130
a 79 420 777
a 79 430 109
a 79 432 615
a 79 433 249
a 79 454 761
a 79 455 667
a 79 458 429
a 79 475 488
a 79 477 113
a 79 481 13
a 79 482 968
a 79 488 586
a 80 82 806
a 80 84 842
a 80 92 964
a 80 94 247
a 80 98 25
a 80 102 660
a 80 120 372
a 80 123 345
a 80 125 457
a 80 137 855
a 80 142 915
a 80 148 380
a 80 153 572
a 80 156 793
a 80 166 829
a 80 172 408
a 80 191 330
a 80 198 533
a 80 202 890
a 80 204 106
a 80 211 993
a 80 213 856
a 80 218 706
a 80 220 753
a 80 222 874
a 80 225 486
a 80 237 593
a 80 239 986
a 80 241 498
a 80 246 560
a 80 249 923
a 80 251 656
a 80 256 754
a 80 261 886
a 80 268 902
a 80 283 778
a 80 285 545
a 80 300 625
a 80 307 122
a 80 309 354
a 80 315 479
a 80 318 388
a 80 319 733
a 80 334 402
a 80 341 180
a 80 345 914
a 80 346 162
a 80 348 509
a 80 349 446
a 80 355 403
a 80 363 966
a 80 368 790
a 80 369 258
a 80 372 23
a 80 373 542
a 80 376 484
a 80 387 508
a 80 392 486
a 80 402 469
a 80 410 358
a 80 411 398
a 80 413 744
a 80 418 13
a 80 424 151
a 80 425 629
a 80 426 266
a 80 434 280
a 80 438 174
a 80 448 243
a 80 459 401
a 80 474 527
a 80 486 721
a 80 487 789
a 80 494 611
a 80 499 475
a 81 94 320
a 81 95 524
a 81 100 988
a 81 116 181
a 81 120 321
a 81 121 390
a 81 122 498
a 81 124 110
a 81 127 999
a 81 128 521
a 81 132 4
a 81 134 482
a 81 142 380
a 81 147 489
a 81 148 303
a 81 150 737
a 81 151 886
a 81 162 46
a 81 170 101
a 81 177 36
a 81 183 674
a 81 187 719
a 81 195 315
a 81 200 199
a 81 202 961
a 81 214 68
a 81 221 77
a 81 228 33
a 81 229 208
a 81 231 40
a 81 244 859
a 81 250 879
a 81 271 563
a 81 272 846
a 81 275 59
a 81 286 884
a 81 291 235
a 81 293 557
a 81 309 345
a 81 310 586
a 81 315 429
a 81 317 348
a 81 319 67
a 81 322 808
a 81 327 837
a 81 335 721
a 81 336 897
a 81 343 74
a 81 345 766
a 81 348 997
a 81 349 462
a 81 354 792
a 81 356 67
a 81 358 128
a 81 359 342
a 81 370 379
a 81 371 195
a 81 372 771
a 81 378 412
a 81 384 754
a 81 390 810
a 81 392 270
a 81 400 985
a 81 406 372
a 81 408 116
a 81 409 43
a 81 413 607
a 81 433 702
a 81 441 951
a 81 442 304
a 81 446 287
a 81 456 379
a 81 460 651
a 81 462 706
a 81 473 539
a 81 474 839
a 81 478 426
a 81 480 435
a 81 484 913
a 81 486 544
a 81 492 783
a 81 496 374
a 81 500 687
a 82 84 850
a 82 87 501
a 82 92 380
a 82 97 228
a 82 98 48
a 82 103 150
a 82 111 991
a 82 121 153
a 82 126 959
a 82 129 613
a 82 131 137
a 82 134 683
a 82 135 80
a 82 140 532
a 82 148 641
a 82 149 781
a 82 152 482
a 82 158 944
a 82 169 420
a 82 170 213
a 82 176 947
a 82 179 477
a 82 186 751
a 82 187 785
a 82 189 902
a 82 212 537
a 82 216 697
a 82 224 797
a 82 226 319
a 82 227 422
a 82 235 835
a 82 246 168
a 82 253 923
a 82 276 215
a 82 277 748
a 82 279 322
a 82 280 364
a 82 288 90
a 82 299 474
a 82 302 675
a 82 309 702
a 82 315 963
a 82 327 709
a 82 329 133
a 82 330 494
a 82 331 349
a 82 333 914
a 82 334 327
a 82 343 645
a 82 346 685
a 82 363 891
a 82 370 591
a 82 372 161
a 82 380 641
a 82 382 375
a 82 387 414
a 82 389 529
a 82 391 424
a 82 396 563
a 82 398 848
a 82 402 845
a 82 406 397
a 82 414 367
a 82 416 767
a 82 421 611
a 82 423 466
a 82 425 440
a 82 431 327
a 82 435 556
a 82 436 914
a 82 441 1
a 82 449 609
a 82 451 228
a 82 455 709
a 82 459 742
a 82 462 721
a 82 472 409
a 82 492 7
a 82 496 399
a 82 497 53
a 82 500 43
a 83 84 290
a 83 86 643
a 83 87 203
a 83 92 282
a 83 98 370
a 83 100 968
a 83 102 811
a 83 107 793
a 83 128 530
a 83 130 658
a 83 131 637
a 83 132 279
a 83 133 376
a 83 141 756
a 83 150 241
a 83 155 842
a 83 165 195
a 83 169 567
a 83 170 749
a 83 171 460
a 83 172 919
a 83 178 709
a 83 181 687
a 83 183 979
a 83 184 450
a 83 185 759
a 83 186 388
a 83 190 808
a 83 192 158
a 83 200 792
a 83 203 850
a 83 208 799
a 83 221 435
a 83 226 404
a 83 235 80
a 83 240 156
a 83 241 724
a 83 248 242
a 83 255 948
a 83 260 605
a 83 264 899
a 83 267 936
a 83 270 883
a 83 280 627
a 83 282 691
a 83 289 124
a 83 290 820
a 83 302 238
a 83 304 42
a 83 309 568
a 83 318 49
a 83 323 313
a 83 327 276
a 83 328 88
a 83 330 291
a 83 333 78
a 83 338 846
a 83 346 30
a 83 348 237
a 83 360 355
a 83 375 822
a 83 379 439
a 83 385 505
a 83 392 608
a 83 399 194
a 83 400 585
a 83 409 763
a 83 410 917
a 83 411 826
a 83 421 62
a 83 422 522
a 83 423 77
a 83 424 997
a 83 426 756
a 83 432 55
a 83 436 688
a 83 437 231
a 83 440 874
a 83 448 277
a 83 451 625
a 83 458 793
a 83 467 325
a 83 474 937
a 83 483 420
a 83 487 764
a 83 490 227
a 83 494 497
a 84 85 962
a 84 86 609
a 84 89 86
a 84 94 316
a 84 99 430
a 84 102 524
a 84 107 173
a 84 108 37
a 84 112 717
a 84 113 757
a 84 116 151
a 84 118 986
a 84 128 934
a 84 129 212
a 84 134 859
a 84 147 10
a 84 151 208
a 84 156 966
a 84 157 64
a 84 159 247
a 84 160 197
a 84 167 289
a 84 168 875
a 84 172 173
a 84 175 81
a 84 178 552
a 84 180 109
a 84 185 501
a 84 186 315
a 84 188 687
a 84 195 349
a 84 204 276
a 84 212 295
a 84 220 434
a 84 227 944
a 84 228 724
a 84 230 309
a 84 232 116
a 84 233 112
a 84 234 378
a 84 235 224
a 84 243 614
a 84 246 363
a 84 247 157
a 84 255 177
a 84 261 221
a 84 264 519
a 84 265 737
a 84 269 538
a 84 281 934
a 84 282 335
a 84 284 734
a 84 286 223
a 84 294 210
a 84 298 258
a 84 302 303
a 84 306 761
a 84 308 366
a 84 311 155
a 84 314 427
a 84 315 53
a 84 319 504
a 84 320 703
a 84 321 699
a 84 332 289
a 84 337 998
a 84 339 775
a 84 342 598
a 84 345 113
a 84 351 238
a 84 354 975
a 84 360 336
a 84 363 852
a 84 384 689
a 84 402 492
a 84 403 28
a 84 409 261
a 84 416 362
a 84 417 764
a 84 419 798
a 84 433 296
a 84 438 99
a 84 446 884
a 84 455 518
a 84 457 660
a 84 458 141
a 84 461 172
a 84 462 420
a 84 464 507
a 84 466 327
a 84 468 198
a 84 475 911
a 84 476 182
a 84 481 900
a 84 485 961
a 84 487 470
a 84 488 249
a 84 496 735
a 85 86 419
a 85 88 361
a 85 91 973
a 85 100 393
a 85 102 48
a 85 106 176
a 85 108 81
a 85 111 540
a 85 129 203
a 85 131 341
a 85 137 901
a 85 149 319
a 85 157 491
a 85 159 548
a 85 160 417
a 85 165 374
a 85 169 65
a 85 171 76
a 85 173 514
a 85 174 589
a 85 178 847
a 85 183 20
a 85 184 915
a 85 199 396
a 85 211 282
a 85 214 448
a 85 221 648
a 85 229 243
a 85 237 917
a 85 239 896
a 85 242 329
a 85 245 688
a 85 254 257
a 85 258 301
a 85 266 80
a 85 275 304
a 85 296 476
a 85 300 513
a 85 307 195
a 85 308 31
a 85 310 205
a 85 311 448
a 85 315 349
a 85 326 695
a 85 329 995
a 85 334 117
a 85 336 420
a 85 337 412
a 85 344 544
a 85 354 934
a 85 356 1000
a 85 357 742
a 85 358 305
a 85 363 266
a 85 367 137
a 85 374 939
a 85 385 713
a 85 392 784
a 85 395 181
a 85 400 981
a 85 416 680
a 85 419 861
a 85 434 668
a 85 445 288
a 85 446 162
a 85 451 100
a 85 452 943
a 85 453 989
a 85 459 964
a 85 460 138
a 85 463 371
a 85 481 520
a 85 484 585
a 85 486 71
a 85 488 567
a 85 490 931
a 85 491 539
a 85 494 986
a 85 500 342
a 86 100 82
a 86 112 919
a 86 114 341
a 86 117 175
a 86 120 576
a 86 123 606
a 86 126 312
a 86 127 514
a 86 128 670
a 86 131 447
a 86 134 46
a 86 135 3
a 86 137 478
a 86 145 906
a 86 147 670
a 86 148 765
a 86 151 419
a 86 154 121
a 86 157 708
a 86 165 760
a 86 177 84
a 86 186 197
a 86 195 130
a 86 197 956
a 86 199 133
a 86 204 553
a 86 205 522
a 86 213 63
a 86 214 91
a 86 215 507
a 86 219 405
a 86 223 173
a 86 224 778
a 86 227 97
a 86 242 699
a 86 243 353
a 86 246 55
a 86 247 362
a 86 250 866
a 86 251 724
a 86 257 809
a 86 259 911
a 86 266 78
a 86 273 638
a 86 275 168
a 86 284 100
a 86 287 755
a 86 290 587
a 86 291 220
a 86 292 814
a 86 298 346
a 86 301 656
a 86 312 10
a 86 316 827
a 86 317 611
a 86 334 142
a 86 349 379
a 86 350 484
a 86 356 556
a 86 359 470
a 86 371 990
a 86 373 312
a 86 376 994
a 86 383 767
a 86 389 409
a 86 392 692
a 86 405 471
a 86 407 463
a 86 413 54
a 86 426 688
a 86 433 538
a 86 436 214
a 86 437 598
a 86 445 616
a 86 455 851
a 86 459 118
a 86 461 715
a 86 463 605
a 86 467 704
a 86 498 286
a 87 90 770
a 87 92 401
a 87 93 293
a 87 103 779
a 87 105 227
a 87 109 255
a 87 110 272
a 87 113 958
a 87 115 738
a 87 124 180
a 87 125 427
a 87 134 728
a 87 135 491
a 87 149 772
a 87 152 846
a 87 155 899
a 87 159 463
a 87 161 669
a 87 162 713
a 87 169 868
a 87 175 356
a 87 177 251
a 87 179 81
a 87 184 306
a 87 188 218
a 87 189 284
a 87 190 423
a 87 197 284
a 87 198 888
a 87 199 126
a 87 201 569
a 87 207 658
a 87 210 878
a 87 220 862
a 87 230 788
a 87 232 104
a 87 237 468
a 87 245 412
a 87 248 413
a 87 249 206
a 87 259 591
a 87 285 839
a 87 287 285
a 87 295 81
a 87 297 962
a 87 303 482
a 87 305 332
a 87 308 425
a 87 314 150
a 87 323 44
a 87 329 644
a 87 330 506
a 87 334 294
a 87 335 725
a 87 341 811
a 87 347 511
a 87 351 8
a 87 352 585
a 87 354 794
a 87 355 247
a 87 357 62
a 87 358 715
a 87 360 256
a 87 361 939
a 87 371 928
a 87 382 396
a 87 384 394
a 87 388 395
a 87 399 807
a 87 402 807
a 87 411 600
a 87 415 749
a 87 428 645
a 87 429 236
a 87 439 829
a 87 442 959
a 87 444 718
a 87 449 160
a 87 454 383
a 87 464 867
a 87 470 556
a 87 473 26
a 87 477 724
a 87 480 849
a 87 487 102
a 87 495 886
a 87 497 712
a 88 90 461
a 88 98 470
a 88 103 857
a 88 106 60
a 88 108 531
a 88 123 923
a 88 140 315
a 88 143 469
a 88 147 850
a 88 148 710
a 88 149 863
a 88 150 597
a 88 153 868
a 88 154 669
a 88 156 548
a 88 160 616
a 88 168 665
a 88 174 784
a 88 176 797
a 88 183 623
a 88 184 853
a 88 187 308
a 88 190 357
a 88 192 719
a 88 194 863
a 88 202 735
a 88 205 795
a 88 211 712
a 88 215 188
a 88 221 680
a 88 235 775
a 88 241 649
a 88 247 150
a 88 264 983
a 88 267 708
a 88 282 680
a 88 284 906
a 88 287 374
a 88 288 501
a 88 297 107
a 88 299 436
a 88 300 363
a 88 301 703
a 88 308 303
a 88 325 383
a 88 329 603
a 88 331 271
a 88 333 399
a 88 339 386
a 88 342 67
a 88 343 374
a 88 349 238
a 88 351 374
a 88 352 730
a 88 358 308
a 88 364 237
a 88 367 816
a 88 370 102
a 88 373 300
a 88 380 4
a 88 386 134
a 88 400 426
a 88 409 4
a 88 413 283
a 88 414 408
a 88 429 711
a 88 446 314
a 88 452 665
a 88 454 436
a 88 455 814
a 88 457 772
a 88 459 871
a 88 461 528
a 88 467 826
a 88 473 174
a 88 475 262
a 88 478 428
a 88 485 796
a 88 486 661
a 88 493 165
a 88 497 862
a 88 498 34
a 88 499 754
a 89 91 587
a 89 92 115
a 89 95 62
a 89 101 175
a 89 104 931
a 89 105 515
a 89 110 826
a 89 112 934
a 89 114 648
a 89 116 251
a 89 118 937
a 89 119 282
a 89 120 11
a 89 122 999
a 89 130 596
a 89 133 675
a 89 134 434
a 89 135 761
a 89 136 798
a 89 140 305
a 89 146 289
a 89 148 624
a 89 149 830
a 89 160 902
a 89 162 51
a 89 169 625
a 89 176 562
a 89 178 568
a 89 180 838
a 89 185 947
a 89 189 321
a 89 197 776
a 89 198 62
a 89 209 734
a 89 216 951
a 89 217 992
a 89 222 601
a 89 223 128
a 89 232 277
a 89 235 248
a 89 243 379
a 89 246 565
a 89 253 882
a 89 257 741
a 89 259 563
a 89 265 829
a 89 274 767
a 89 284 348
a 89 285 589
a 89 288 565
a 89 293 4
a 89 302 229
a 89 305 188
a 89 310 185
a 89 326 131
a 89 329 590
a 89 332 809
a 89 334 44
a 89 335 157
a 89 341 998
a 89 342 991
a 89 346 478
a 89 351 774
a 89 369 52
a 89 372 563
a 89 380 76
a 89 382 395
a 89 383 163
a 89 396 203
a 89 399 671
a 89 400 763
a 89 403 933
a 89 404 587
a 89 408 644
a 89 411 673
a 89 414 149
a 89 419 472
a 89 420 440
a 89 421 848
a 89 429 412
a 89 437 4
a 89 458 204
a 89 462 993
a 89 463 543
a 89 477 388
a 89 479 475
a 89 491 484
a 89 494 549
a 89 499 518
a 90 95 641
a 90 96 546
a 90 100 508
a 90 105 470
a 90 109 671
a 90 110 911
a 90 111 32
a 90 112 746
a 90 115 305
a 90 119 195
a 90 126 301
a 90 129 327
a 90 142 957
a 90 146 233
a 90 151 913
a 90 153 600
a 90 155 258
a 90 156 413
a 90 165 423
a 90 166 697
a 90 175 261
a 90 179 186
a 90 180 52
a 90 190 464
a 90 191 178
a 90 194 946
a 90 195 851
a 90 199 4
a 90 200 429
a 90 204 751
a 90 208 522
a 90 212 421
a 90 216 297
a 90 224 381
a 90 226 890
a 90 234 319
a 90 240 644
a 90 243 922
a 90 249 417
a 90 253 948
a 90 255 468
a 90 261 717
a 90 262 627
a 90 263 424
a 90 267 301
a 90 268 539
a 90 271 375
a 90 274 558
a 90 287 952
a 90 291 149
a 90 293 606
a 90 295 564
a 90 301 334
a 90 311 9
a 90 315 379
a 90 318 864
a 90 325 954
a 90 327 581
a 90 330 867
a 90 334 735
a 90 341 332
a 90 351 740
a 90 364 155
a 90 365 980
a 90 371 473
a 90 373 397
a 90 376 298
a 90 378 116
a 90 381 318
a 90 397 714
a 90 398 415
a 90 399 137
a 90 409 782
a 90 412 41
a 90 414 560
a 90 418 83
a 90 422 580
a 90 431 286
a 90 435 992
a 90 438 883
a 90 442 434
a 90 444 598
a 90 445 446
a 90 452 119
a 90 456 958
a 90 457 824
a 90 459 334
a 90 461 264
a 90 465 756
a 90 477 553
a 90 485 998
a 90 494 87
a 91 92 644
a 91 97 504
a 91 109 66
a 91 114 116
a 91 121 900
a 91 130 364
a 91 136 583
a 91 142 569
a 91 143 429
a 91 147 998
a 91 148 705
